# specimen,CoC2,record_name,P2-02,instrument_id,Co-C(260914B),raw_file,XRR 1_Co-C(260914B).xrdml,role,"Co/C, baseline round 1",points,5302
two_theta_deg,intensity_counts
2.50750,23.0
2.51050,25.0
2.51350,17.0
2.51650,16.0
2.51950,39.0
2.52250,25.0
2.52550,24.0
2.52850,40.0
2.53150,45.0
2.53450,45.0
2.53750,39.0
2.54050,43.0
2.54350,55.0
2.54650,59.0
2.54950,62.0
2.55250,62.0
2.55550,46.0
2.55850,75.0
2.56150,66.0
2.56450,63.0
2.56750,62.0
2.57050,60.0
2.57350,74.0
2.57650,74.0
2.57950,64.0
2.58250,69.0
2.58550,77.0
2.58850,80.0
2.59150,81.0
2.59450,51.0
2.59750,90.0
2.60050,67.0
2.60350,66.0
2.60650,60.0
2.60950,49.0
2.61250,56.0
2.61550,47.0
2.61850,58.0
2.62150,49.0
2.62450,54.0
2.62750,42.0
2.63050,49.0
2.63350,38.0
2.63650,31.0
2.63950,38.0
2.64250,29.0
2.64550,31.0
2.64850,27.0
2.65150,15.0
2.65450,22.0
2.65750,23.0
2.66050,17.0
2.66350,25.0
2.66650,11.0
2.66950,14.0
2.67250,16.0
2.67550,16.0
2.67850,17.0
2.68150,18.0
2.68450,28.0
2.68750,17.0
2.69050,16.0
2.69350,19.0
2.69650,23.0
2.69950,25.0
2.70250,36.0
2.70550,38.0
2.70850,30.0
2.71150,34.0
2.71450,33.0
2.71750,33.0
2.72050,32.0
2.72350,35.0
2.72650,39.0
2.72950,62.0
2.73250,47.0
2.73550,48.0
2.73850,59.0
2.74150,67.0
2.74450,56.0
2.74750,76.0
2.75050,59.0
2.75350,64.0
2.75650,77.0
2.75950,65.0
2.76250,61.0
2.76550,79.0
2.76850,61.0
2.77150,65.0
2.77450,49.0
2.77750,66.0
2.78050,50.0
2.78350,61.0
2.78650,65.0
2.78950,52.0
2.79250,58.0
2.79550,55.0
2.79850,57.0
2.80150,38.0
2.80450,47.0
2.80750,54.0
2.81050,37.0
2.81350,47.0
2.81650,31.0
2.81950,34.0
2.82250,33.0
2.82550,24.0
2.82850,33.0
2.83150,19.0
2.83450,26.0
2.83750,17.0
2.84050,11.0
2.84350,17.0
2.84650,10.0
2.84950,11.0
2.85250,8.0
2.85550,5.0
2.85850,8.0
2.86150,11.0
2.86450,13.0
2.86750,7.0
2.87050,8.0
2.87350,7.0
2.87650,12.0
2.87950,10.0
2.88250,20.0
2.88550,41.0
2.88850,21.0
2.89150,30.0
2.89450,38.0
2.89750,55.0
2.90050,46.0
2.90350,51.0
2.90650,55.0
2.90950,74.0
2.91250,68.0
2.91550,69.0
2.91850,67.0
2.92150,82.0
2.92450,75.0
2.92750,79.0
2.93050,83.0
2.93350,91.0
2.93650,90.0
2.93950,104.0
2.94250,87.0
2.94550,107.0
2.94850,95.0
2.95150,105.0
2.95450,106.0
2.95750,101.0
2.96050,102.0
2.96350,102.0
2.96650,118.0
2.96950,108.0
2.97250,96.0
2.97550,92.0
2.97850,103.0
2.98150,83.0
2.98450,68.0
2.98750,55.0
2.99050,75.0
2.99350,73.0
2.99650,67.0
2.99950,47.0
3.00250,49.0
3.00550,43.0
3.00850,46.0
3.01150,43.0
3.01450,37.0
3.01750,22.0
3.02050,27.0
3.02350,14.0
3.02650,21.0
3.02950,13.0
3.03250,9.0
3.03550,2.0
3.03850,2.0
3.04150,12.0
3.04450,14.0
3.04750,14.0
3.05050,21.0
3.05350,19.0
3.05650,26.0
3.05950,35.0
3.06250,40.0
3.06550,57.0
3.06850,70.0
3.07150,71.0
3.07450,78.0
3.07750,92.0
3.08050,116.0
3.08350,134.0
3.08650,122.0
3.08950,174.0
3.09250,147.0
3.09550,210.0
3.09850,190.0
3.10150,254.0
3.10450,244.0
3.10750,254.0
3.11050,293.0
3.11350,337.0
3.11650,355.0
3.11950,383.0
3.12250,412.0
3.12550,422.0
3.12850,458.0
3.13150,482.0
3.13450,497.0
3.13750,544.0
3.14050,604.0
3.14350,603.0
3.14650,623.0
3.14950,559.0
3.15250,629.0
3.15550,750.0
3.15850,709.0
3.16150,702.0
3.16450,739.0
3.16750,747.0
3.17050,793.0
3.17350,863.0
3.17650,857.0
3.17950,926.0
3.18250,874.0
3.18550,884.0
3.18850,843.0
3.19150,921.0
3.19450,948.0
3.19750,992.0
3.20050,966.0
3.20350,982.0
3.20650,983.0
3.20950,951.0
3.21250,979.0
3.21550,944.0
3.21850,971.0
3.22150,1050.0
3.22450,926.0
3.22750,1011.0
3.23050,993.0
3.23350,960.0
3.23650,1070.0
3.23950,989.0
3.24250,992.0
3.24550,1001.0
3.24850,977.0
3.25150,925.0
3.25450,953.0
3.25750,849.0
3.26050,933.0
3.26350,846.0
3.26650,866.0
3.26950,880.0
3.27250,867.0
3.27550,803.0
3.27850,808.0
3.28150,780.0
3.28450,782.0
